iter	Logloss
192	0.04492196264
193	0.04465257675
194	0.04422280659
195	0.0439403628
196	0.04349704989
197	0.04308716124
198	0.04272531705
199	0.0425813852
200	0.04239805747
201	0.04191198709
202	0.04164810725
203	0.04137752132
204	0.04112407559
205	0.04076033417
206	0.04041324505
207	0.04008869424
208	0.03971505544
209	0.03940860597
210	0.03915858225
211	0.03883151224
212	0.03850431828
213	0.03830820265
214	0.03792032534
215	0.03755694404
216	0.03725224115
217	0.03712573391
218	0.03688550598
219	0.03651428387
220	0.03622686843
221	0.03600254608
222	0.03573616344
223	0.03553464326
224	0.03538822087
225	0.03502857453
226	0.03459009309
227	0.03443194981
228	0.0341875941
229	0.0339635956
230	0.03371187583
231	0.03341587057
232	0.03311373823
233	0.03291040942
234	0.03273705389
235	0.0324353593
236	0.03203544157
237	0.03175173129
238	0.03150325057
239	0.03127221751
240	0.03105091713
241	0.03095453274
242	0.03077023216
243	0.03051986021
244	0.03023257884
245	0.02993997577
246	0.02975846927
247	0.02955583545
248	0.02929438725
249	0.02913238187
250	0.02895059527
251	0.02869129568
252	0.02848658476
253	0.0282676697
254	0.02808575027
255	0.02802726113
256	0.02778120444
257	0.02757950946
258	0.02745824334
259	0.02733785886
260	0.02722960854
261	0.02713962327
262	0.02701421516
263	0.02684226688
264	0.02662674848
265	0.02639759894
266	0.02626739175
267	0.02618832289
268	0.026020749
269	0.02583840804
270	0.02577261352
271	0.02562176239
272	0.02552999091
273	0.02534261606
274	0.02519349793
275	0.02501900863
276	0.02478909511
277	0.02462711926
278	0.02443076517
279	0.02426893878
280	0.02411769845
281	0.02398334185
282	0.02381078356
283	0.02361331936
284	0.02347450218
285	0.02337000173
286	0.02317859795
287	0.02309579277
288	0.02294798585
289	0.02287626457
290	0.02265767825
291	0.02250132699
292	0.02226482741
293	0.02216215866
294	0.02200256324
295	0.0218353007
296	0.02173578445
297	0.02156721221
298	0.02147453769
299	0.02136777481
300	0.02120010325
301	0.02107473175
302	0.02096952285
303	0.0208778458
304	0.02069889369
305	0.02058552391
306	0.02046129223
307	0.0203429155
308	0.02019125118
309	0.02008723466
310	0.01993108513
311	0.01982652908
312	0.0197018095
313	0.01965362046
314	0.01952183268
315	0.0194151143
316	0.01938547487
317	0.01927707273
318	0.0191673687
319	0.01908243223
320	0.01900563097
321	0.01894661819
322	0.01879939817
323	0.01871419403
324	0.01867320798
325	0.01852408121
326	0.01840915301
327	0.01834516952
328	0.01817361065
329	0.01799783196
330	0.01789322882
331	0.01775783058
332	0.01762885218
333	0.01748486484
334	0.01737626962
335	0.01726793607
336	0.01715893075
337	0.01700602527
338	0.01692199241
339	0.01682381813
340	0.01674879465
341	0.01666079445
342	0.01653712557
343	0.01644106652
344	0.01635219528
345	0.01627851288
346	0.01618593886
347	0.01608136548
348	0.01600428398
349	0.0159281796
350	0.01581586681
351	0.01572921616
352	0.01564075457
353	0.01551656501
354	0.01542915224
355	0.01537485983
356	0.01533449813
357	0.01522489799
358	0.01514670512
359	0.01506072821
360	0.01501787509
361	0.0148969987
362	0.01483423508
363	0.01475248355
364	0.01466487259
365	0.01458507555
366	0.01450551188
367	0.01441738567
368	0.01433738656
369	0.01422185827
370	0.01414042607
371	0.014092129
372	0.01405188378
373	0.01398815705
374	0.01391612755
375	0.0138114135
376	0.01374571837
377	0.0136460628
378	0.0135487947
379	0.01346765222
380	0.0133859255
381	0.01334789717
382	0.01327361108
383	0.01322294916
384	0.01312960893
385	0.01305406595
386	0.01295535334
387	0.01290461651
388	0.01284240604
389	0.01276967748
390	0.01267692838
391	0.01263068145
392	0.01257363842
393	0.01255760847
394	0.0124689016
395	0.01241102304
396	0.0123392085
397	0.01228772039
398	0.01225323176
399	0.0122120764
400	0.01216754187
401	0.01211912398
402	0.01202184421
403	0.01194505736
404	0.01188040914
405	0.01179792096
406	0.01178370425
407	0.01173335865
408	0.01168527654
409	0.01167122452
410	0.01161230546
411	0.01159857094
412	0.0115507228
413	0.01151877647
414	0.01146252768
415	0.01139507905
416	0.01134478836
417	0.01127815256
418	0.01124110838
419	0.01119010188
420	0.0111442213
421	0.01108524008
422	0.01103702928
423	0.01099253535
424	0.0109176573
425	0.01085680745
426	0.01081423933
427	0.01077656333
428	0.01071034534
429	0.01066720656
430	0.01063428412
431	0.01057902898
432	0.01053003313
433	0.01048232552
434	0.01042757281
435	0.01036687805
436	0.01034022386
437	0.01029319997
438	0.01023826437
439	0.01019977987
440	0.01016065617
441	0.01008921846
442	0.01003673046
443	0.009987937331
444	0.009960628969
445	0.00995056217
446	0.00990224212
447	0.009859624333
448	0.009814989505
449	0.009756079693
450	0.009712754953
451	0.009662592794
452	0.009617728975
453	0.009576192027
454	0.009559074379
455	0.009514142355
456	0.009483762303
457	0.009444256881
458	0.009401588243
459	0.00934161224
460	0.009332544867
461	0.009269098993
462	0.00922764656
463	0.009209636623
464	0.009161498248
465	0.00913858711
466	0.009090037295
467	0.009053884445
468	0.009005490599
469	0.00894670554
470	0.008908682575
471	0.008870952662
472	0.008834685549
473	0.008794296101
474	0.008762819452
475	0.008736374297
476	0.008701295714
477	0.008658749078
478	0.008623537723
479	0.008589719089
480	0.008581856034
481	0.008549402106
482	0.008541657215
483	0.008504602343
484	0.008465414123
485	0.008433017557
486	0.008425376175
487	0.008377546251
488	0.008331143384
489	0.008323829361
490	0.008300797409
491	0.008266112472
492	0.008247034499
493	0.008210985069
494	0.008180784157
495	0.008149042577
496	0.008126408165
497	0.008096915644
498	0.008071842424
499	0.008038359447
500	0.008009176371
501	0.007985323286
502	0.007950104031
503	0.007927559842
504	0.007891152943
505	0.007844143474
506	0.007811288496
507	0.007806372935
508	0.00778057394
509	0.007738325206
510	0.007699279496
511	0.007666763405
512	0.007632526775
513	0.007626288249
514	0.00758815215
515	0.007559244594
516	0.007517979318
517	0.007487840923
518	0.00745876521
519	0.007419682881
520	0.00739412741
521	0.007361276455
522	0.007328810241
523	0.007298890079
524	0.007272118497
525	0.007251473378
526	0.007245872668
527	0.00721465901
528	0.00719110476
529	0.007168309931
530	0.007150403303
531	0.007121190248
532	0.007090809505
533	0.007055485217
534	0.007027832327
535	0.007005632225
536	0.006977309923
537	0.00694589003
538	0.006923394597
539	0.006890243664
540	0.006871501461
541	0.006837536497
542	0.006814410047
543	0.006793658843
544	0.00675613155
545	0.006731907998
546	0.006706437216
547	0.006678656461
548	0.006658108661
549	0.006634493993
550	0.006613672691
551	0.006582140636
552	0.006577620179
553	0.006554937926
554	0.006515347252
555	0.006498356546
556	0.00647685376
557	0.006454021358
558	0.006431779073
559	0.006412704013
560	0.006381552772
561	0.006358913793
562	0.00632940564
563	0.00631296683
564	0.006297183449
565	0.006281982451
566	0.006277800258
567	0.006254839361
568	0.006229387964
569	0.006202233933
570	0.006177749521
571	0.006154780748
572	0.006130411494
573	0.006120012153
574	0.006103078909
575	0.006083831855
576	0.006060619464
577	0.006038001285
578	0.006026006993
579	0.006014489995
580	0.005993221888
581	0.005970474844
582	0.005946786933
583	0.005915524717
584	0.005891199519
585	0.00586902835
586	0.005847405549
587	0.005834885531
588	0.005815671573
589	0.005797254892
590	0.005778409304
591	0.005753607828
592	0.005738472438
593	0.005725491661
594	0.005707819342
595	0.005695109478
596	0.005678763659
597	0.005668759532
598	0.005651088345
599	0.005632692519
600	0.005619935749
601	0.005607929494
602	0.005588870535
603	0.005565955941
604	0.005551271158
605	0.005528250945
606	0.005505088948
607	0.005480656468
608	0.005465610395
609	0.005450901963
610	0.00544087023
611	0.005422526319
612	0.005404527044
613	0.00538421713
614	0.005368368537
615	0.005358587992
616	0.005341313612
617	0.005329036904
618	0.005310739218
619	0.005295058115
620	0.005279247248
621	0.005257075787
622	0.005239591417
623	0.005219035544
624	0.005205043333
625	0.005194357903
626	0.005169375531
627	0.005149870112
628	0.005137616529
629	0.005122056461
630	0.005095533432
631	0.005087058561
632	0.005074459182
633	0.005057940764
634	0.005043379386
635	0.005036166723
636	0.005021785066
637	0.00501892202
638	0.005008890229
639	0.004993079527
640	0.004985261366
641	0.00496313119
642	0.004953478568
643	0.0049508012
644	0.004940098278
645	0.004924534381
646	0.004905454449
647	0.004882796587
648	0.004867292953
649	0.004850622841
650	0.004842887332
651	0.004825538154
652	0.004807423459
653	0.004793463262
654	0.004780512646
655	0.004771388128
656	0.004757353782
657	0.004742989861
658	0.004731416199
659	0.004716341997
660	0.004702401048
661	0.00468729591
662	0.004675430726
663	0.004661243355
664	0.004648931592
665	0.004636170405
666	0.004627392641
667	0.004606854814
668	0.004606843981
669	0.004593030557
670	0.004583508096
671	0.004567526447
672	0.004558403108
673	0.004556476035
674	0.004549943693
675	0.004536257058
676	0.004524509612
677	0.004511026037
678	0.004498708923
679	0.004482606319
680	0.00446897822
681	0.004457801935
682	0.004446451206
683	0.004444841146
684	0.004438611952
685	0.004430515423
686	0.004418073883
687	0.004408833936
688	0.004396136202
689	0.004385108494
690	0.004379230383
691	0.004372401269
692	0.004363341398
693	0.00435408193
694	0.004340886313
695	0.004335653459
696	0.004325190251
697	0.004313430498
698	0.004302853865
699	0.004280181414
700	0.004280174235
701	0.004268938316
702	0.004254310069
703	0.004243421604
704	0.004235179161
705	0.004219600623
706	0.00420945714
707	0.004200529936
708	0.004193720564
709	0.00418409495
710	0.004179381298
711	0.004171684503
712	0.004160713519
713	0.004150875817
714	0.004141389932
715	0.004134950894
716	0.004124095279
717	0.00411316623
718	0.00409967308
719	0.004087588463
720	0.004079956967
721	0.004069994969
722	0.00405936476
723	0.004050346709
724	0.004037321011
725	0.004022619825
726	0.004014935779
727	0.004005640121
728	0.003992096408
729	0.003983287411
730	0.003975860553
731	0.003965921139
732	0.003953230025
733	0.003947239714
734	0.003938356275
735	0.003929532416
736	0.003916615338
737	0.00390430135
738	0.003895342434
739	0.003880429759
740	0.003871874553
741	0.003858403001
742	0.003846942585
743	0.003832438024
744	0.003824375578
745	0.003816459206
746	0.003804266233
747	0.003804237191
748	0.003797512392
749	0.00378682596
750	0.00377870142
751	0.003778700709
752	0.003765803804
753	0.003761192553
754	0.003754400465
755	0.003745189236
756	0.003735647357
757	0.003725719272
758	0.003720001633
759	0.003720001633
760	0.003710736337
761	0.003710607548
762	0.003704239747
763	0.003695315244
764	0.003682829121
765	0.003675734512
766	0.003665613685
767	0.00366039036
768	0.003654841166
769	0.003649840241
770	0.003640872921
771	0.003631760057
772	0.003623639062
773	0.003616818078
774	0.00360818592
775	0.00359990331
776	0.003589969354
777	0.003581243606
778	0.003573490462
779	0.003563282869
780	0.00355400046
781	0.003545427555
782	0.003537086939
783	0.003528033118
784	0.003521848666
785	0.003521845579
786	0.003513372792
787	0.003505041537
788	0.003499075038
789	0.003496276782
790	0.003488628619
791	0.003481102784
792	0.003470595637
793	0.003460882432
794	0.003451345091
795	0.003436892041
796	0.003428389141
797	0.00342019258
798	0.003410928869
799	0.003403771513
800	0.003394676666
801	0.003388052656
802	0.003380813092
803	0.00337321432
804	0.003364718179
805	0.003364692021
806	0.003359202897
807	0.003349007725
808	0.003342840257
809	0.003336594926
810	0.003329315252
811	0.003324098607
812	0.003318950363
813	0.003310584633
814	0.003304782501
815	0.003295524949
816	0.003288692204
817	0.003288688106
818	0.003283467729
819	0.003274841262
820	0.003269678839
821	0.003261430089
822	0.003252988545
823	0.003245291267
824	0.003238710261
825	0.003230964048
826	0.003220977565
827	0.003214544716
828	0.00321453856
829	0.003207523236
830	0.003201733363
831	0.003194774376
832	0.00318833187
833	0.003181602963
834	0.003181579113
835	0.003176560401
836	0.003169702003
837	0.003164163203
838	0.003157646467
839	0.00315114295
840	0.003145605411
841	0.003140452817
842	0.003132833156
843	0.003126272285
844	0.003121392096
845	0.003111743193
846	0.003107246129
847	0.00310097165
848	0.00310097165
849	0.003097405772
850	0.003097401414
851	0.003091754853
852	0.003083682329
853	0.003083617299
854	0.003076837332
855	0.003070260562
856	0.003064019423
857	0.003057430915
858	0.003047342558
859	0.003041745969
860	0.003032771142
861	0.003032134346
862	0.003023307462
863	0.003023302245
864	0.00302329757
865	0.003016440033
866	0.003010488672
867	0.003003117007
868	0.002995092428
869	0.002988823147
870	0.002984659707
871	0.002978847969
872	0.002978706977
873	0.002972969622
874	0.002967377936
875	0.002962175926
876	0.00295623695
877	0.002950994558
878	0.002945730989
879	0.002938925047
880	0.002938824864
881	0.002930634879
882	0.002930605492
883	0.002925501011
884	0.002919833144
885	0.002913534258
886	0.002913527137
887	0.002907454071
888	0.002907440397
889	0.002902916304
890	0.002898411354
891	0.002892831664
892	0.002886271404
893	0.002881895634
894	0.002875686647
895	0.0028756781
896	0.002871413521
897	0.00286529524
898	0.002865293468
899	0.002865220372
900	0.002858831896
901	0.00285339957
902	0.002848933166
903	0.002842899532
904	0.00283824834
905	0.002835941089
906	0.002833641872
907	0.002827271018
908	0.002827267021
909	0.002827211873
910	0.002819246376
911	0.002814165137
912	0.002810302291
913	0.002801694684
914	0.002801691768
915	0.002796844237
916	0.002792133904
917	0.002786557832
918	0.00278162924
919	0.002776300646
920	0.002775541783
921	0.002775538409
922	0.002772296263
923	0.002772287269
924	0.0027685156
925	0.002763697874
926	0.002758714634
927	0.002753282105
928	0.002745457346
929	0.002740121788
930	0.002735031978
931	0.002734924203
932	0.002734915192
933	0.002727586514
934	0.00272758423
935	0.00272757717
936	0.002727572603
937	0.002727550646
938	0.002719488863
939	0.002719486592
940	0.002716636784
941	0.00270996309
942	0.002705899975
943	0.002700522774
944	0.002694986488
945	0.002694982201
946	0.002690607029
947	0.002683594705
948	0.002683487328
949	0.002675793789
950	0.002675791536
951	0.002675780267
952	0.002669740428
953	0.002664314921
954	0.002659339162
955	0.002654588897
956	0.002654588897
957	0.002647905731
958	0.002647903457
959	0.00264789436
960	0.002642560667
961	0.002636597003
962	0.002630470767
963	0.002630464135
964	0.002624391904
965	0.002624389683
966	0.002624387462
967	0.002620044586
968	0.002617158187
969	0.002613317817
970	0.002607585636
971	0.002602658148
972	0.002602649455
973	0.002602640763
974	0.002602632071
975	0.00260262338
976	0.002602611673
977	0.002597476996
978	0.002597468108
979	0.002591439482
980	0.002591429939
981	0.002585581399
982	0.002585581399
983	0.002585581399
984	0.002578975472
985	0.002573120683
986	0.002568977845
987	0.002564878494
988	0.002561191746
989	0.00255595857
990	0.002553428739
991	0.002552791244
992	0.00255176264
993	0.002546182686
994	0.002541543016
995	0.002534929982
996	0.002534916313
997	0.002528867334
998	0.002528863695
999	0.002528847971
